userID,ISBN,bookRating,bookTitle,totalRatingCount,Location
41084,002542730X,7,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"orlando, florida, usa"
41763,002542730X,8,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"vancouver, british columbia, canada"
43246,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"toronto, ontario, canada"
44728,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"florence, alabama, usa"
49809,002542730X,6,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"indiana, pennsylvania, usa"
50216,002542730X,10,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"wellton, arizona, usa"
50526,002542730X,10,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"redwood city, california, usa"
51883,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"jasper, missouri, usa"
52584,002542730X,10,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"livermore, california, usa"
53228,002542730X,10,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"columbus, ohio, usa"
55075,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"seattle, washington, usa"
55548,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"chamblee, georgia, usa"
60244,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"alvin, texas, usa"
60569,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"chardon, ohio, usa"
64027,002542730X,7,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"medford, massachusetts, usa"
69600,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"oak ridge, tennessee, usa"
70129,002542730X,7,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"boston, massachusetts, usa"
70554,002542730X,5,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"portland, oregon, usa"
71712,002542730X,6,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"valley center, kansas, usa"
75127,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"atlanta, georgia, usa"
77809,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"atlantic highlands, new jersey, usa"
81045,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"tigard, oregon, usa"
82407,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"washington, dc, usa"
82831,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"nashville, tennessee, usa"
88733,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"houston, texas, usa"
89551,002542730X,10,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"colorado springs, colorado, usa"
93166,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"havelock, ontario, canada"
93929,002542730X,9,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"thousand oaks, california, usa"
103688,002542730X,8,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"chico, california, usa"
103699,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"salt lake city, utah, usa"
104058,002542730X,5,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"newark, ohio, usa"
105108,002542730X,10,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"st. louis, missouri, usa"
106078,002542730X,10,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"dartmouth, massachusetts, usa"
106914,002542730X,10,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"mounds view, minnesota, usa"
110660,002542730X,7,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"new haven, connecticut, usa"
110934,002542730X,6,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"kirkland, washington, usa"
111947,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"albuquerque, new mexico, usa"
112026,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"lakewood, washington, usa"
113270,002542730X,5,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"evanston, illinois, usa"
113752,002542730X,10,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"jacksonville, florida, usa"
115537,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"toronto, ontario, canada"
116506,002542730X,3,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"sylva, north carolina, usa"
119575,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"north vancouver, british columbia, canada"
126604,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"north reading, massachusetts, usa"
128835,002542730X,8,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"bellingham, washington, usa"
130474,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"nashville, tennessee, usa"
130485,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"minneapolis, minnesota, usa"
131837,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"west valley city, utah, usa"
135703,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"fredericton, new brunswick, canada"
150979,002542730X,8,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"greencastle, pennsylvania, usa"
152562,002542730X,8,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"fort collins, colorado, usa"
155147,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"seattle, washington, usa"
159858,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"atlantic beach, florida, usa"
160393,002542730X,10,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"union, missouri, usa"
160434,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"san francisco, california, usa"
162564,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"marietta, georgia, usa"
165308,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"new berlin, wisconsin, usa"
165582,002542730X,5,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"potomac falls, virginia, usa"
170518,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"gaithersburg, maryland, usa"
171602,002542730X,6,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"bainbridge island, washington, usa"
172030,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"rainsville, alabama, usa"
173291,002542730X,7,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"greensboro, north carolina, usa"
173415,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"chicago, illinois, usa"
174216,002542730X,5,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"hamilton, ohio, usa"
174304,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"st. louis, missouri, usa"
174615,002542730X,7,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"toronto, ontario, canada"
175117,002542730X,6,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"royersford, pennsylvania, usa"
178667,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"freehold, new jersey, usa"
179733,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"greenville, texas, usa"
179734,002542730X,10,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"greenville, texas, usa"
183995,002542730X,10,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"columbus (grandview heights), ohio, usa"
184299,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"omaha, nebraska, usa"
185233,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"winnemucca, nevada, usa"
188010,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"edmonton, alberta, canada"
188490,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"lexington, massachusetts, usa"
189813,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"ganges, british columbia, canada"
190807,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"ramona, california, usa"
196077,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"disputanta, virginia, usa"
198711,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"little canada, minnesota, usa"
200226,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"burlington, ontario, canada"
201526,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"vancouver, british columbia, canada"
201664,002542730X,9,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"st.thomas, ontario, canada"
202963,002542730X,10,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"carrboro, north carolina, usa"
203993,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"clifton park, new york, usa"
204864,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"simi valley, california, usa"
208671,002542730X,7,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"simi valley, california, usa"
211344,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"vienna, virginia, usa"
211426,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"pueblo, colorado, usa"
211493,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"seymour, indiana, usa"
213638,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"zhadum, yedor, usa"
213760,002542730X,9,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"omaha, nebraska, usa"
214631,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"coral gables, florida, usa"
216202,002542730X,10,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"san deigo, california, usa"
218404,002542730X,8,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"cerritos, california, usa"
225078,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"austin, texas, usa"
225763,002542730X,7,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"san francisco, california, usa"
226393,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"willow street, pennsylvania, usa"
228998,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"lincoln, nebraska, usa"
229678,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"silverlakes, california, usa"
229741,002542730X,7,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"kensington, california, usa"
230249,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"glen rock, pennsylvania, usa"
235842,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"griswold, iowa, usa"
236399,002542730X,10,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"wilmington, delaware, usa"
238120,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"louisville, kentucky, usa"
238607,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"pineville, north carolina, usa"
238613,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"st. john`s, newfoundland, canada"
243077,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"ann arbor, michigan, usa"
243720,002542730X,5,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"hickory, north carolina, usa"
247918,002542730X,10,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"brookfield, connecticut, usa"
248221,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"portland, oregon, usa"
250405,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"columbus, ohio, usa"
250962,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"vancouver, british columbia, canada"
252268,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"tonawanda, new york, usa"
252846,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"chatham, ontario, canada"
258938,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"los angeles, california, usa"
259806,002542730X,5,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"new orleans, louisiana, usa"
265313,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"morrisville, north carolina, usa"
266226,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"new york, new york, usa"
266865,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"reston, virginia, usa"
269566,002542730X,7,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"seattle, washington, usa"
270754,002542730X,7,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"longwood, florida, usa"
271144,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"albuquerque, new mexico, usa"
271705,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"atlanta, georgia, usa"
274983,002542730X,10,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,175,"farmers branch, texas, usa"
125749,140327592,8,Matilda,130,"oakville, ontario, canada"
201526,140327592,8,Matilda,130,"vancouver, british columbia, canada"
277195,316666343,0,The Lovely Bones: A Novel,1295,"san francisco, california, usa"
277413,316666343,0,The Lovely Bones: A Novel,1295,"norfolk, virginia, usa"
277427,316666343,0,The Lovely Bones: A Novel,1295,"gilbert, arizona, usa"
277439,316666343,7,The Lovely Bones: A Novel,1295,"turner, oregon, usa"
277752,316666343,7,The Lovely Bones: A Novel,1295,"baton rouge, louisiana, usa"
277965,316666343,0,The Lovely Bones: A Novel,1295,"chula vista, california, usa"
278633,316666343,9,The Lovely Bones: A Novel,1295,"sandy, utah, usa"
243,316666343,0,The Lovely Bones: A Novel,1295,"arden hills, minnesota, usa"
388,316666343,0,The Lovely Bones: A Novel,1295,"nashville, tennessee, usa"
638,316666343,10,The Lovely Bones: A Novel,1295,"san diego, california, usa"
709,316666343,3,The Lovely Bones: A Novel,1295,"roanoke, virginia, usa"
1075,316666343,7,The Lovely Bones: A Novel,1295,"hurst, texas, usa"
1111,316666343,0,The Lovely Bones: A Novel,1295,"london, ontario, canada"
1928,316666343,10,The Lovely Bones: A Novel,1295,"kansas city, missouri, usa"
2358,316666343,0,The Lovely Bones: A Novel,1295,"bryan, texas, usa"
2766,316666343,9,The Lovely Bones: A Novel,1295,"frisco, texas, usa"
2790,316666343,0,The Lovely Bones: A Novel,1295,"san antonio, texas, usa"
2854,316666343,7,The Lovely Bones: A Novel,1295,"deptford, new jersey, usa"
3363,316666343,0,The Lovely Bones: A Novel,1295,"knoxville, tennessee, usa"
3593,316666343,9,The Lovely Bones: A Novel,1295,"lahaina, hawaii, usa"
4017,316666343,10,The Lovely Bones: A Novel,1295,"new orleans, louisiana, usa"
4795,316666343,9,The Lovely Bones: A Novel,1295,"rochester, new york, usa"
5049,316666343,8,The Lovely Bones: A Novel,1295,"inver grove heights, minnesota, usa"
6306,316666343,0,The Lovely Bones: A Novel,1295,"charleston, west virginia, usa"
6543,316666343,0,The Lovely Bones: A Novel,1295,"strafford, missouri, usa"
6563,316666343,0,The Lovely Bones: A Novel,1295,"burien, washington, usa"
6575,316666343,0,The Lovely Bones: A Novel,1295,"seattle, washington, usa"
6778,316666343,8,The Lovely Bones: A Novel,1295,"addison, texas, usa"
7158,316666343,0,The Lovely Bones: A Novel,1295,"omaha, nebraska, usa"
7283,316666343,0,The Lovely Bones: A Novel,1295,"saint marys, georgia, usa"
7346,316666343,0,The Lovely Bones: A Novel,1295,"sunnyvale, california, usa"
7424,316666343,7,The Lovely Bones: A Novel,1295,"brooklyn, new york, usa"
8253,316666343,10,The Lovely Bones: A Novel,1295,"tulsa, oklahoma, usa"
8681,316666343,0,The Lovely Bones: A Novel,1295,"orlando, florida, usa"
8801,316666343,10,The Lovely Bones: A Novel,1295,"san francisco, california, usa"
9227,316666343,0,The Lovely Bones: A Novel,1295,"glendora, california, usa"
9357,316666343,0,The Lovely Bones: A Novel,1295,"quechee, vermont, usa"
9486,316666343,10,The Lovely Bones: A Novel,1295,"east windsor, new jersey, usa"
9856,316666343,0,The Lovely Bones: A Novel,1295,"glendale, colorado, usa"
10560,316666343,8,The Lovely Bones: A Novel,1295,"chicago, illinois, usa"
11224,316666343,9,The Lovely Bones: A Novel,1295,"tumwater, washington, usa"
11591,316666343,8,The Lovely Bones: A Novel,1295,"blue river, oregon, usa"
12538,316666343,0,The Lovely Bones: A Novel,1295,"byron, minnesota, usa"
12754,316666343,0,The Lovely Bones: A Novel,1295,"denver, colorado, usa"
13273,316666343,8,The Lovely Bones: A Novel,1295,"harrisburg, pennsylvania, usa"
13354,316666343,0,The Lovely Bones: A Novel,1295,"salt lake, utah, usa"
14667,316666343,0,The Lovely Bones: A Novel,1295,"rocky mount, missouri, usa"
14768,316666343,8,The Lovely Bones: A Novel,1295,"corvallis, oregon, usa"
15602,316666343,9,The Lovely Bones: A Novel,1295,"cherry hill, new jersey, usa"
16036,316666343,0,The Lovely Bones: A Novel,1295,"crestview, florida, usa"
16412,316666343,7,The Lovely Bones: A Novel,1295,"austin, texas, usa"
16730,316666343,0,The Lovely Bones: A Novel,1295,"halfmoon bay, british columbia, canada"
16755,316666343,6,The Lovely Bones: A Novel,1295,"streetman, texas, usa"
16795,316666343,10,The Lovely Bones: A Novel,1295,"mechanicsville, maryland, usa"
16840,316666343,9,The Lovely Bones: A Novel,1295,"harper woods, michigan, usa"
17003,316666343,9,The Lovely Bones: A Novel,1295,"carlsbad, california, usa"
17920,316666343,8,The Lovely Bones: A Novel,1295,"kelowna, british columbia, canada"
17970,316666343,0,The Lovely Bones: A Novel,1295,"chesterland, ohio, usa"
18121,316666343,8,The Lovely Bones: A Novel,1295,"chevy chase, maryland, usa"
18407,316666343,0,The Lovely Bones: A Novel,1295,"vancouver, british columbia, canada"
18656,316666343,0,The Lovely Bones: A Novel,1295,"winnipeg, manitoba, canada"
18913,316666343,0,The Lovely Bones: A Novel,1295,"jasper, alabama, usa"
19107,316666343,10,The Lovely Bones: A Novel,1295,"thousand oaks, california, usa"
19336,316666343,5,The Lovely Bones: A Novel,1295,"leavenworth, kansas, usa"
19367,316666343,0,The Lovely Bones: A Novel,1295,"wilmington, , usa"
19529,316666343,7,The Lovely Bones: A Novel,1295,"priest river, idaho, usa"
20804,316666343,9,The Lovely Bones: A Novel,1295,"hendersonville, north carolina, usa"
20866,316666343,0,The Lovely Bones: A Novel,1295,"highlands ranch, colorado, usa"
20971,316666343,6,The Lovely Bones: A Novel,1295,"sacramento, california, usa"
21011,316666343,0,The Lovely Bones: A Novel,1295,"san francisco, california, usa"
21026,316666343,8,The Lovely Bones: A Novel,1295,"gold beach, oregon, usa"
21345,316666343,10,The Lovely Bones: A Novel,1295,"indianapolis, indiana, usa"
21425,316666343,0,The Lovely Bones: A Novel,1295,"virginia beach, virginia, usa"
21589,316666343,10,The Lovely Bones: A Novel,1295,"springfield, missouri, usa"
21659,316666343,0,The Lovely Bones: A Novel,1295,"san jose, california, usa"
21683,316666343,9,The Lovely Bones: A Novel,1295,"round lake beach, illinois, usa"
21726,316666343,10,The Lovely Bones: A Novel,1295,"johnson city, tennessee, usa"
21773,316666343,9,The Lovely Bones: A Novel,1295,"del city, oklahoma, usa"
21982,316666343,10,The Lovely Bones: A Novel,1295,"grandville, michigan, usa"
22089,316666343,0,The Lovely Bones: A Novel,1295,"brooklyn, new york, usa"
22625,316666343,10,The Lovely Bones: A Novel,1295,"lynbrook, new york, usa"
23511,316666343,0,The Lovely Bones: A Novel,1295,"chapel hill, north carolina, usa"
23699,316666343,0,The Lovely Bones: A Novel,1295,"minneapolis, minnesota, usa"
23768,316666343,7,The Lovely Bones: A Novel,1295,"st. louis, missouri, usa"
23953,316666343,5,The Lovely Bones: A Novel,1295,"glasgow, kentucky, usa"
23958,316666343,8,The Lovely Bones: A Novel,1295,"memphis, tennessee, usa"
24186,316666343,0,The Lovely Bones: A Novel,1295,"vineland, new jersey, usa"
25109,316666343,9,The Lovely Bones: A Novel,1295,"naperville, illinois, usa"
25131,316666343,0,The Lovely Bones: A Novel,1295,"grimes, iowa, usa"
25170,316666343,8,The Lovely Bones: A Novel,1295,"pittsburgh, pennsylvania, usa"
25606,316666343,10,The Lovely Bones: A Novel,1295,"washington, dc, usa"
25827,316666343,7,The Lovely Bones: A Novel,1295,"austin, texas, usa"
25937,316666343,9,The Lovely Bones: A Novel,1295,"ocala, florida, usa"
26209,316666343,8,The Lovely Bones: A Novel,1295,"springfield, missouri, usa"
26538,316666343,0,The Lovely Bones: A Novel,1295,"rawlins, wyoming, usa"
26548,316666343,9,The Lovely Bones: A Novel,1295,"brooklyn, new york, usa"
26567,316666343,0,The Lovely Bones: A Novel,1295,"rhinebeck, new york, usa"
26593,316666343,0,The Lovely Bones: A Novel,1295,"peoria, arizona, usa"
27222,316666343,0,The Lovely Bones: A Novel,1295,"charlotte, north carolina, usa"
27354,316666343,0,The Lovely Bones: A Novel,1295,"clifton, texas, usa"
27462,316666343,0,The Lovely Bones: A Novel,1295,"lima, ohio, usa"
27472,316666343,10,The Lovely Bones: A Novel,1295,"bountiful, utah, usa"
27799,316666343,7,The Lovely Bones: A Novel,1295,"spencer, iowa, usa"
28204,316666343,9,The Lovely Bones: A Novel,1295,"south ohio, nova scotia, canada"
28269,316666343,8,The Lovely Bones: A Novel,1295,"tigard, oregon, usa"
28289,316666343,9,The Lovely Bones: A Novel,1295,"n/a, utah, usa"
28523,316666343,0,The Lovely Bones: A Novel,1295,"springfield, missouri, usa"
28550,316666343,0,The Lovely Bones: A Novel,1295,"nokomis, florida, usa"
28592,316666343,8,The Lovely Bones: A Novel,1295,"ellenton, florida, usa"
28619,316666343,0,The Lovely Bones: A Novel,1295,"hartford, connecticut, usa"
28634,316666343,10,The Lovely Bones: A Novel,1295,"bad axe, michigan, usa"
29259,316666343,0,The Lovely Bones: A Novel,1295,"mt. airy, , usa"
29526,316666343,0,The Lovely Bones: A Novel,1295,"knoxville, tennessee, usa"
29855,316666343,9,The Lovely Bones: A Novel,1295,"morris, connecticut, usa"
30261,316666343,0,The Lovely Bones: A Novel,1295,"manchester, missouri, usa"
30324,316666343,10,The Lovely Bones: A Novel,1295,"winnipeg, manitoba, canada"
30716,316666343,0,The Lovely Bones: A Novel,1295,"new york, new york, usa"
30735,316666343,0,The Lovely Bones: A Novel,1295,"corvallis, oregon, usa"
31078,316666343,0,The Lovely Bones: A Novel,1295,"columbia, south carolina, usa"
31343,316666343,0,The Lovely Bones: A Novel,1295,"mesa, arizona, usa"
31816,316666343,0,The Lovely Bones: A Novel,1295,"waukee, iowa, usa"
31904,316666343,7,The Lovely Bones: A Novel,1295,"clayton, north carolina, usa"
31987,316666343,0,The Lovely Bones: A Novel,1295,"tacoma, washington, usa"
32195,316666343,7,The Lovely Bones: A Novel,1295,"fall river, massachusetts, usa"
32793,316666343,0,The Lovely Bones: A Novel,1295,"quebec, quebec, canada"
33264,316666343,9,The Lovely Bones: A Novel,1295,"oklahoma city, oklahoma, usa"
33319,316666343,0,The Lovely Bones: A Novel,1295,"calgary, alberta, canada"
33505,316666343,7,The Lovely Bones: A Novel,1295,"houston, texas, usa"
33681,316666343,0,The Lovely Bones: A Novel,1295,"san diego, california, usa"
33816,316666343,9,The Lovely Bones: A Novel,1295,"richmond hill, ontario, canada"
33822,316666343,0,The Lovely Bones: A Novel,1295,"los alamos, new mexico, usa"
34377,316666343,10,The Lovely Bones: A Novel,1295,"kelowna, british columbia, canada"
34581,316666343,8,The Lovely Bones: A Novel,1295,"lakeville, minnesota, usa"
35182,316666343,10,The Lovely Bones: A Novel,1295,"raleigh, north carolina, usa"
35424,316666343,10,The Lovely Bones: A Novel,1295,"cary, north carolina, usa"
35793,316666343,0,The Lovely Bones: A Novel,1295,"phoenix, arizona, usa"
35859,316666343,6,The Lovely Bones: A Novel,1295,"duluth, minnesota, usa"
36265,316666343,9,The Lovely Bones: A Novel,1295,"crestview, , usa"
36609,316666343,9,The Lovely Bones: A Novel,1295,"zachary, louisiana, usa"
36807,316666343,6,The Lovely Bones: A Novel,1295,"wisconsin rapids, wisconsin, usa"
36817,316666343,9,The Lovely Bones: A Novel,1295,"south hadley, massachusetts, usa"
36836,316666343,0,The Lovely Bones: A Novel,1295,"raleigh, north carolina, usa"
36985,316666343,8,The Lovely Bones: A Novel,1295,"new bedford, massachusetts, usa"
37950,316666343,0,The Lovely Bones: A Novel,1295,"calgary, alberta, canada"
38020,316666343,0,The Lovely Bones: A Novel,1295,"festus, missouri, usa"
38679,316666343,7,The Lovely Bones: A Novel,1295,"lenexa, kansas, usa"
39374,316666343,9,The Lovely Bones: A Novel,1295,"altoona, wisconsin, usa"
39563,316666343,9,The Lovely Bones: A Novel,1295,"evanston, illinois, usa"
39628,316666343,8,The Lovely Bones: A Novel,1295,"waterford, michigan, usa"
39646,316666343,9,The Lovely Bones: A Novel,1295,"fairless hills, pennsylvania, usa"
39773,316666343,0,The Lovely Bones: A Novel,1295,"miami, florida, usa"
40105,316666343,7,The Lovely Bones: A Novel,1295,"oakville, piemonte, canada"
40299,316666343,9,The Lovely Bones: A Novel,1295,"holland, ohio, usa"
40553,316666343,0,The Lovely Bones: A Novel,1295,"st. cloud, minnesota, usa"
40889,316666343,0,The Lovely Bones: A Novel,1295,"brainerd, minnesota, usa"
40914,316666343,7,The Lovely Bones: A Novel,1295,"phoenix, arizona, usa"
40943,316666343,0,The Lovely Bones: A Novel,1295,"oklahoma city, oklahoma, usa"
41052,316666343,8,The Lovely Bones: A Novel,1295,"alberta beach, alberta, canada"
41082,316666343,8,The Lovely Bones: A Novel,1295,"cheltenham, pennsylvania, usa"
41449,316666343,0,The Lovely Bones: A Novel,1295,"danville, california, usa"
41781,316666343,10,The Lovely Bones: A Novel,1295,"clinton twp., michigan, usa"
41870,316666343,8,The Lovely Bones: A Novel,1295,"kennesaw (atlanta `burb), georgia, usa"
42150,316666343,7,The Lovely Bones: A Novel,1295,"colorado springs, colorado, usa"
42419,316666343,8,The Lovely Bones: A Novel,1295,"west seneca, new york, usa"
42466,316666343,0,The Lovely Bones: A Novel,1295,"toronto, ontario, canada"
42518,316666343,9,The Lovely Bones: A Novel,1295,"katy, texas, usa"
42662,316666343,0,The Lovely Bones: A Novel,1295,"newport beach, california, usa"
43038,316666343,0,The Lovely Bones: A Novel,1295,"dallas, texas, usa"
43163,316666343,10,The Lovely Bones: A Novel,1295,"kalamazoo, michigan, usa"
43246,316666343,0,The Lovely Bones: A Novel,1295,"toronto, ontario, canada"
43307,316666343,3,The Lovely Bones: A Novel,1295,"albany, new york, usa"
43910,316666343,0,The Lovely Bones: A Novel,1295,"granada hills, california, usa"
44252,316666343,10,The Lovely Bones: A Novel,1295,"fairview, new jersey, usa"
44479,316666343,7,The Lovely Bones: A Novel,1295,"east aurora, new york, usa"
44728,316666343,0,The Lovely Bones: A Novel,1295,"florence, alabama, usa"
44852,316666343,0,The Lovely Bones: A Novel,1295,"spring, texas, usa"
